A;26.0;24.0;17.0;15.0;20.0;19.0;22.0;18.0;22.0;19.0;13.0;30.0;17.0;13.0;21.0;25.0;21.0;28.0;25.0;22.0;31.0;32.0;23.0;27.0;25.0;23.0;26.0;30.0;29.0;25.0;22.0;22.0;22.0;17.0;21.0;16.0
A;11.0;15.0;17.0;19.0;18.0;23.0;27.0;23.0;15.0;30.0;24.0;26.0;27.0;20.0;28.0;20.0;22.0;25.0;18.0;25.0;27.0;25.0;23.0;22.0;23.0;34.0;35.0;23.0;22.0;14.0;18.0;31.0;28.0;26.0;22.0;25.0
A;17.0;22.0;25.0;20.0;27.0;20.0;17.0;25.0;23.0;20.0;31.0;20.0;21.0;19.0;11.0;23.0;28.0;30.0;31.0;23.0;18.0;25.0;32.0;18.0;25.0;29.0;24.0;26.0;29.0;22.0;24.0;24.0;13.0;16.0;15.0;16.0
A;16.0;20.0;32.0;32.0;30.0;25.0;24.0;17.0;19.0;17.0;28.0;16.0;23.0;32.0;24.0;18.0;19.0;23.0;21.0;18.0;26.0;26.0;24.0;27.0;24.0;24.0;27.0;20.0;27.0;26.0;17.0;27.0;21.0;27.0;18.0;20.0
A;25.0;14.0;22.0;15.0;22.0;21.0;21.0;16.0;24.0;23.0;24.0;14.0;14.0;25.0;13.0;21.0;16.0;29.0;30.0;22.0;12.0;30.0;16.0;26.0;17.0;24.0;21.0;22.0;19.0;21.0;13.0;19.0;23.0;16.0;22.0;17.0
A;28.0;25.0;24.0;30.0;32.0;28.0;23.0;20.0;26.0;18.0;27.0;21.0;20.0;16.0;22.0;13.0;20.0;18.0;24.0;19.0;27.0;22.0;32.0;23.0;24.0;31.0;34.0;35.0;26.0;24.0;27.0;18.0;26.0;19.0;23.0;24.0
A;23.0;22.0;28.0;26.0;34.0;19.0;22.0;24.0;30.0;31.0;22.0;24.0;24.0;25.0;21.0;20.0;22.0;27.0;18.0;23.0;23.0;31.0;30.0;25.0;24.0;27.0;22.0;28.0;29.0;17.0;20.0;14.0;27.0;18.0;14.0;21.0
A;16.0;19.0;21.0;27.0;19.0;25.0;23.0;27.0;27.0;25.0;23.0;24.0;28.0;23.0;23.0;22.0;22.0;29.0;20.0;26.0;22.0;19.0;25.0;20.0;29.0;18.0;27.0;22.0;22.0;21.0;16.0;19.0;26.0;25.0;21.0;24.0
A;23.0;18.0;17.0;29.0;23.0;27.0;23.0;21.0;22.0;20.0;15.0;21.0;21.0;29.0;22.0;20.0;22.0;19.0;21.0;21.0;31.0;21.0;14.0;26.0;20.0;25.0;25.0;16.0;22.0;15.0;19.0;16.0;20.0;16.0;14.0;19.0
A;21.0;20.0;29.0;20.0;24.0;15.0;32.0;22.0;29.0;23.0;29.0;23.0;21.0;33.0;28.0;18.0;19.0;17.0;29.0;37.0;25.0;19.0;24.0;22.0;20.0;23.0;29.0;14.0;26.0;25.0;20.0;19.0;23.0;17.0;19.0;14.0
A;31.0;30.0;21.0;22.0;14.0;15.0;20.0;26.0;15.0;20.0;15.0;20.0;22.0;22.0;16.0;25.0;16.0;25.0;20.0;20.0;20.0;23.0;22.0;33.0;24.0;29.0;25.0;18.0;14.0;22.0;25.0;14.0;22.0;14.0;15.0;18.0
A;14.0;15.0;25.0;20.0;20.0;24.0;17.0;22.0;27.0;20.0;24.0;25.0;27.0;28.0;22.0;19.0;14.0;24.0;24.0;13.0;28.0;27.0;18.0;17.0;22.0;21.0;19.0;28.0;13.0;19.0;23.0;18.0;12.0;12.0;13.0;21.0
A;27.0;14.0;20.0;21.0;20.0;23.0;17.0;17.0;10.0;22.0;26.0;18.0;25.0;19.0;15.0;22.0;27.0;19.0;27.0;10.0;20.0;29.0;20.0;29.0;27.0;28.0;22.0;17.0;34.0;31.0;19.0;20.0;28.0;22.0;21.0;16.0
A;22.0;27.0;17.0;19.0;22.0;21.0;16.0;20.0;15.0;20.0;19.0;24.0;24.0;21.0;16.0;26.0;19.0;26.0;26.0;30.0;22.0;19.0;24.0;30.0;24.0;27.0;26.0;21.0;18.0;22.0;25.0;23.0;15.0;16.0;19.0;20.0
A;27.0;25.0;24.0;27.0;32.0;18.0;23.0;20.0;21.0;27.0;21.0;21.0;27.0;30.0;22.0;24.0;20.0;18.0;22.0;24.0;25.0;16.0;20.0;17.0;24.0;25.0;34.0;20.0;28.0;19.0;24.0;16.0;14.0;18.0;17.0;22.0
A;29.0;24.0;31.0;17.0;30.0;23.0;31.0;20.0;23.0;23.0;30.0;17.0;28.0;13.0;27.0;29.0;19.0;31.0;30.0;26.0;26.0;29.0;23.0;30.0;30.0;21.0;24.0;16.0;25.0;18.0;26.0;26.0;27.0;30.0;20.0;21.0
A;30.0;24.0;27.0;30.0;18.0;38.0;21.0;16.0;17.0;21.0;17.0;15.0;22.0;17.0;22.0;23.0;25.0;26.0;22.0;20.0;23.0;35.0;24.0;24.0;20.0;19.0;24.0;28.0;32.0;20.0;22.0;31.0;21.0;21.0;26.0;14.0
A;24.0;17.0;14.0;21.0;15.0;24.0;20.0;32.0;19.0;20.0;26.0;31.0;32.0;19.0;22.0;19.0;26.0;27.0;21.0;18.0;27.0;25.0;16.0;21.0;18.0;22.0;28.0;14.0;23.0;17.0;19.0;29.0;20.0;26.0;20.0;11.0
A;29.0;32.0;27.0;26.0;25.0;21.0;23.0;28.0;20.0;16.0;22.0;18.0;23.0;27.0;17.0;23.0;24.0;19.0;22.0;26.0;21.0;23.0;39.0;23.0;30.0;18.0;43.0;15.0;18.0;14.0;13.0;15.0;22.0;18.0;25.0;23.0
A;27.0;22.0;18.0;15.0;23.0;28.0;17.0;11.0;19.0;16.0;24.0;26.0;19.0;12.0;21.0;20.0;24.0;12.0;19.0;18.0;23.0;17.0;17.0;20.0;31.0;19.0;13.0;20.0;19.0;21.0;10.0;13.0;16.0;16.0;13.0;23.0
A;20.0;18.0;19.0;22.0;22.0;10.0;19.0;24.0;19.0;16.0;21.0;29.0;23.0;17.0;27.0;26.0;23.0;22.0;22.0;25.0;20.0;22.0;20.0;30.0;24.0;21.0;27.0;30.0;12.0;26.0;27.0;20.0;23.0;27.0;15.0;25.0
A;25.0;12.0;25.0;30.0;19.0;15.0;16.0;20.0;21.0;27.0;18.0;21.0;25.0;21.0;31.0;27.0;19.0;24.0;18.0;27.0;23.0;22.0;26.0;33.0;25.0;23.0;22.0;18.0;21.0;28.0;16.0;21.0;21.0;14.0;17.0;17.0
A;20.0;16.0;21.0;23.0;20.0;16.0;26.0;21.0;14.0;22.0;28.0;16.0;27.0;19.0;22.0;17.0;25.0;27.0;21.0;21.0;24.0;20.0;20.0;22.0;30.0;26.0;11.0;24.0;23.0;20.0;17.0;25.0;17.0;14.0;19.0;16.0
A;16.0;24.0;18.0;27.0;24.0;22.0;19.0;23.0;20.0;27.0;17.0;28.0;29.0;14.0;18.0;21.0;24.0;30.0;25.0;30.0;24.0;25.0;18.0;22.0;22.0;27.0;20.0;21.0;18.0;17.0;14.0;23.0;23.0;25.0;20.0;17.0
A;25.0;26.0;23.0;32.0;26.0;20.0;29.0;24.0;22.0;25.0;19.0;20.0;31.0;26.0;17.0;23.0;21.0;25.0;27.0;23.0;18.0;14.0;28.0;17.0;23.0;21.0;23.0;18.0;24.0;31.0;27.0;22.0;22.0;29.0;19.0;23.0
A;31.0;19.0;25.0;23.0;21.0;18.0;15.0;30.0;24.0;15.0;18.0;14.0;13.0;21.0;25.0;22.0;29.0;25.0;18.0;27.0;24.0;21.0;21.0;23.0;27.0;27.0;20.0;27.0;19.0;19.0;17.0;13.0;21.0;26.0;15.0;23.0
A;26.0;18.0;15.0;20.0;31.0;29.0;26.0;16.0;13.0;20.0;18.0;17.0;19.0;24.0;13.0;15.0;16.0;21.0;19.0;18.0;29.0;20.0;31.0;30.0;29.0;16.0;24.0;19.0;27.0;19.0;24.0;13.0;20.0;20.0;20.0;18.0
A;19.0;23.0;21.0;18.0;12.0;18.0;17.0;19.0;24.0;36.0;22.0;19.0;24.0;19.0;22.0;26.0;18.0;26.0;24.0;18.0;21.0;28.0;26.0;20.0;29.0;23.0;37.0;24.0;27.0;18.0;23.0;18.0;17.0;20.0;14.0;28.0
A;32.0;30.0;23.0;21.0;21.0;14.0;19.0;26.0;22.0;18.0;24.0;27.0;16.0;28.0;21.0;22.0;27.0;23.0;23.0;30.0;20.0;17.0;25.0;19.0;25.0;16.0;35.0;27.0;20.0;14.0;24.0;13.0;22.0;28.0;17.0;18.0
A;25.0;18.0;25.0;21.0;29.0;24.0;14.0;24.0;24.0;19.0;19.0;27.0;26.0;19.0;27.0;20.0;23.0;23.0;26.0;14.0;23.0;23.0;17.0;26.0;23.0;31.0;23.0;17.0;21.0;17.0;27.0;20.0;18.0;29.0;23.0;18.0
A;25.0;27.0;27.0;21.0;24.0;21.0;25.0;15.0;22.0;21.0;15.0;23.0;33.0;16.0;25.0;22.0;18.0;20.0;24.0;20.0;22.0;28.0;17.0;22.0;30.0;28.0;20.0;30.0;17.0;21.0;19.0;21.0;21.0;23.0;26.0;24.0
A;23.0;27.0;24.0;34.0;26.0;25.0;21.0;29.0;30.0;23.0;32.0;22.0;13.0;22.0;23.0;31.0;23.0;33.0;27.0;27.0;27.0;25.0;18.0;35.0;23.0;23.0;26.0;25.0;21.0;17.0;20.0;16.0;28.0;23.0;12.0;18.0
A;18.0;20.0;24.0;19.0;24.0;20.0;20.0;18.0;34.0;28.0;24.0;23.0;20.0;24.0;30.0;24.0;23.0;28.0;24.0;28.0;24.0;30.0;30.0;27.0;18.0;28.0;14.0;25.0;18.0;16.0;24.0;27.0;21.0;31.0;22.0;25.0
A;33.0;21.0;21.0;18.0;25.0;30.0;28.0;20.0;23.0;26.0;21.0;22.0;27.0;24.0;33.0;24.0;29.0;16.0;28.0;21.0;25.0;19.0;26.0;25.0;29.0;26.0;20.0;20.0;30.0;22.0;27.0;31.0;29.0;18.0;19.0;23.0
A;20.0;18.0;25.0;25.0;23.0;22.0;12.0;24.0;12.0;22.0;31.0;15.0;18.0;19.0;19.0;17.0;20.0;14.0;19.0;16.0;21.0;16.0;23.0;25.0;22.0;17.0;30.0;26.0;21.0;25.0;20.0;20.0;19.0;24.0;18.0;18.0
A;21.0;25.0;30.0;14.0;24.0;20.0;20.0;21.0;20.0;19.0;25.0;23.0;18.0;25.0;18.0;20.0;20.0;28.0;23.0;23.0;27.0;23.0;22.0;30.0;24.0;27.0;37.0;29.0;16.0;25.0;27.0;20.0;27.0;17.0;23.0;25.0
A;23.0;34.0;24.0;21.0;26.0;29.0;21.0;24.0;29.0;24.0;19.0;23.0;19.0;27.0;23.0;23.0;27.0;31.0;28.0;31.0;34.0;32.0;22.0;32.0;27.0;24.0;28.0;23.0;22.0;29.0;15.0;37.0;18.0;19.0;23.0;21.0
A;19.0;28.0;15.0;17.0;13.0;17.0;24.0;12.0;17.0;19.0;21.0;19.0;24.0;28.0;23.0;20.0;32.0;22.0;24.0;25.0;16.0;36.0;32.0;32.0;22.0;25.0;17.0;16.0;22.0;16.0;24.0;10.0;26.0;19.0;16.0;10.0
A;19.0;21.0;28.0;22.0;28.0;22.0;24.0;16.0;20.0;15.0;26.0;21.0;17.0;24.0;22.0;31.0;23.0;22.0;18.0;35.0;34.0;18.0;23.0;29.0;22.0;29.0;29.0;24.0;25.0;24.0;18.0;22.0;24.0;22.0;20.0;20.0
A;32.0;18.0;23.0;24.0;22.0;16.0;26.0;19.0;17.0;18.0;18.0;21.0;21.0;25.0;22.0;23.0;31.0;16.0;22.0;23.0;31.0;25.0;17.0;25.0;29.0;23.0;26.0;27.0;21.0;12.0;19.0;20.0;15.0;22.0;24.0;25.0
A;32.0;21.0;26.0;16.0;21.0;23.0;21.0;24.0;12.0;19.0;13.0;23.0;13.0;16.0;18.0;22.0;20.0;16.0;24.0;17.0;17.0;16.0;24.0;14.0;14.0;22.0;21.0;24.0;20.0;14.0;14.0;18.0;10.0;23.0;10.0;20.0
A;25.0;17.0;22.0;22.0;22.0;22.0;21.0;23.0;36.0;31.0;29.0;25.0;28.0;30.0;26.0;24.0;33.0;25.0;34.0;36.0;31.0;32.0;37.0;31.0;30.0;22.0;36.0;29.0;26.0;20.0;30.0;34.0;28.0;17.0;19.0;21.0
B;53.0;60.0;59.0;64.0;56.0;75.0;75.0;67.0;55.0;73.0;56.0;71.0;63.0;70.0;63.0;72.0;71.0;73.0;55.0;65.0;69.0;64.0;67.0;53.0;55.0;51.0;44.0;44.0;44.0;39.0;54.0;53.0;73.0;33.0;50.0;49.0
B;72.0;56.0;64.0;59.0;92.0;78.0;80.0;96.0;89.0;96.0;79.0;84.0;101.0;109.0;81.0;91.0;92.0;84.0;69.0;76.0;76.0;71.0;78.0;65.0;81.0;65.0;50.0;52.0;60.0;50.0;53.0;44.0;45.0;45.0;45.0;56.0
B;58.0;72.0;56.0;53.0;60.0;68.0;78.0;73.0;61.0;69.0;76.0;77.0;76.0;77.0;80.0;73.0;84.0;66.0;64.0;66.0;69.0;78.0;83.0;86.0;68.0;68.0;56.0;60.0;56.0;51.0;57.0;39.0;52.0;46.0;63.0;51.0
B;71.0;76.0;67.0;90.0;80.0;74.0;66.0;76.0;75.0;69.0;81.0;86.0;74.0;88.0;77.0;90.0;81.0;83.0;84.0;76.0;62.0;63.0;76.0;74.0;57.0;61.0;63.0;59.0;60.0;52.0;64.0;51.0;55.0;50.0;51.0;61.0
B;65.0;74.0;63.0;55.0;55.0;56.0;51.0;72.0;87.0;78.0;71.0;60.0;63.0;73.0;72.0;85.0;70.0;85.0;61.0;69.0;58.0;66.0;75.0;62.0;57.0;63.0;65.0;40.0;66.0;53.0;55.0;54.0;52.0;52.0;52.0;44.0
B;64.0;71.0;54.0;49.0;84.0;76.0;72.0;74.0;77.0;84.0;71.0;76.0;88.0;93.0;91.0;105.0;97.0;75.0;76.0;93.0;80.0;95.0;102.0;72.0;77.0;57.0;68.0;72.0;64.0;65.0;75.0;63.0;48.0;53.0;52.0;54.0
B;58.0;63.0;70.0;77.0;72.0;47.0;67.0;52.0;62.0;68.0;61.0;67.0;64.0;68.0;83.0;92.0;93.0;79.0;79.0;73.0;67.0;75.0;74.0;101.0;80.0;71.0;53.0;65.0;61.0;76.0;66.0;57.0;57.0;49.0;55.0;56.0
B;67.0;66.0;70.0;66.0;94.0;78.0;89.0;83.0;82.0;84.0;87.0;95.0;68.0;104.0;96.0;96.0;96.0;74.0;74.0;81.0;76.0;73.0;74.0;66.0;59.0;72.0;57.0;53.0;56.0;63.0;52.0;50.0;56.0;47.0;72.0;59.0
B;57.0;51.0;60.0;72.0;64.0;52.0;60.0;74.0;71.0;75.0;70.0;79.0;77.0;73.0;81.0;81.0;97.0;78.0;88.0;74.0;90.0;79.0;79.0;72.0;79.0;68.0;59.0;65.0;72.0;56.0;55.0;60.0;59.0;63.0;43.0;60.0
B;56.0;60.0;69.0;63.0;77.0;68.0;65.0;77.0;71.0;61.0;81.0;67.0;78.0;94.0;77.0;93.0;93.0;83.0;92.0;75.0;89.0;67.0;71.0;73.0;63.0;56.0;62.0;59.0;60.0;59.0;55.0;41.0;53.0;55.0;54.0;57.0
B;69.0;64.0;94.0;68.0;65.0;62.0;79.0;83.0;76.0;83.0;84.0;84.0;84.0;84.0;101.0;110.0;103.0;86.0;85.0;93.0;81.0;72.0;90.0;74.0;67.0;77.0;69.0;63.0;60.0;66.0;50.0;60.0;54.0;46.0;52.0;70.0
B;75.0;58.0;72.0;66.0;65.0;71.0;81.0;57.0;46.0;90.0;71.0;77.0;91.0;77.0;77.0;75.0;73.0;83.0;64.0;79.0;70.0;74.0;63.0;84.0;66.0;48.0;53.0;63.0;65.0;54.0;56.0;45.0;61.0;56.0;48.0;61.0
B;79.0;58.0;63.0;58.0;66.0;60.0;58.0;72.0;66.0;71.0;75.0;82.0;78.0;65.0;83.0;76.0;88.0;67.0;87.0;68.0;68.0;66.0;68.0;67.0;50.0;70.0;51.0;44.0;57.0;53.0;60.0;56.0;48.0;41.0;51.0;45.0
B;70.0;68.0;79.0;60.0;63.0;68.0;73.0;62.0;66.0;65.0;87.0;80.0;91.0;72.0;91.0;76.0;87.0;94.0;80.0;79.0;64.0;80.0;83.0;77.0;68.0;71.0;52.0;69.0;67.0;48.0;44.0;51.0;61.0;57.0;55.0;61.0
B;61.0;63.0;71.0;72.0;87.0;83.0;61.0;73.0;84.0;103.0;87.0;81.0;95.0;93.0;103.0;90.0;75.0;90.0;91.0;108.0;90.0;79.0;74.0;77.0;86.0;71.0;65.0;60.0;53.0;58.0;61.0;57.0;67.0;46.0;41.0;75.0
B;58.0;51.0;71.0;61.0;86.0;68.0;73.0;71.0;78.0;77.0;75.0;67.0;97.0;69.0;88.0;66.0;81.0;89.0;91.0;106.0;80.0;83.0;77.0;82.0;76.0;75.0;86.0;50.0;55.0;65.0;48.0;66.0;55.0;61.0;63.0;55.0
B;66.0;65.0;58.0;62.0;66.0;81.0;64.0;86.0;83.0;80.0;104.0;76.0;75.0;97.0;89.0;87.0;87.0;101.0;97.0;90.0;89.0;86.0;83.0;74.0;58.0;76.0;59.0;65.0;63.0;48.0;72.0;44.0;65.0;65.0;60.0;61.0
B;60.0;72.0;49.0;61.0;52.0;54.0;56.0;65.0;52.0;71.0;77.0;68.0;71.0;77.0;62.0;78.0;60.0;67.0;74.0;65.0;71.0;82.0;66.0;54.0;54.0;61.0;60.0;63.0;41.0;61.0;49.0;56.0;52.0;56.0;56.0;48.0
B;76.0;74.0;69.0;68.0;82.0;67.0;73.0;75.0;75.0;90.0;90.0;89.0;106.0;85.0;82.0;87.0;92.0;128.0;96.0;85.0;72.0;86.0;67.0;77.0;81.0;66.0;66.0;69.0;65.0;68.0;65.0;62.0;57.0;58.0;68.0;62.0
B;77.0;59.0;57.0;64.0;70.0;62.0;66.0;85.0;97.0;85.0;77.0;80.0;61.0;90.0;85.0;89.0;62.0;88.0;69.0;76.0;59.0;59.0;66.0;68.0;78.0;65.0;50.0;62.0;55.0;64.0;58.0;68.0;51.0;58.0;47.0;56.0
B;77.0;60.0;95.0;71.0;76.0;65.0;72.0;96.0;89.0;82.0;75.0;84.0;93.0;96.0;97.0;92.0;85.0;91.0;87.0;69.0;55.0;63.0;62.0;67.0;51.0;65.0;70.0;55.0;58.0;58.0;53.0;56.0;48.0;62.0;68.0;46.0
B;47.0;74.0;67.0;55.0;71.0;80.0;68.0;63.0;86.0;68.0;78.0;86.0;88.0;90.0;67.0;87.0;76.0;87.0;80.0;63.0;85.0;73.0;69.0;74.0;90.0;65.0;57.0;54.0;68.0;55.0;49.0;48.0;44.0;51.0;42.0;49.0
B;79.0;64.0;78.0;77.0;66.0;81.0;76.0;70.0;79.0;88.0;69.0;89.0;106.0;79.0;86.0;101.0;93.0;101.0;98.0;78.0;101.0;98.0;80.0;78.0;80.0;64.0;59.0;57.0;64.0;68.0;75.0;56.0;54.0;64.0;60.0;54.0
B;65.0;70.0;52.0;69.0;77.0;65.0;71.0;64.0;77.0;80.0;58.0;70.0;73.0;87.0;80.0;79.0;95.0;81.0;68.0;77.0;78.0;79.0;73.0;82.0;59.0;68.0;56.0;52.0;46.0;56.0;57.0;45.0;60.0;64.0;51.0;56.0
B;83.0;62.0;81.0;66.0;62.0;84.0;75.0;85.0;74.0;86.0;100.0;79.0;89.0;86.0;92.0;92.0;113.0;98.0;90.0;90.0;82.0;92.0;96.0;90.0;65.0;67.0;61.0;70.0;64.0;67.0;69.0;76.0;69.0;55.0;66.0;49.0
B;63.0;55.0;57.0;64.0;71.0;76.0;80.0;64.0;71.0;78.0;86.0;87.0;86.0;81.0;89.0;82.0;75.0;88.0;80.0;71.0;96.0;83.0;75.0;74.0;77.0;66.0;71.0;59.0;64.0;44.0;58.0;62.0;50.0;59.0;62.0;62.0
B;78.0;93.0;75.0;89.0;105.0;94.0;81.0;101.0;77.0;101.0;99.0;91.0;95.0;111.0;90.0;89.0;81.0;87.0;79.0;63.0;64.0;69.0;55.0;77.0;63.0;51.0;66.0;61.0;55.0;65.0;73.0;65.0;80.0;58.0;62.0;51.0
B;73.0;71.0;73.0;77.0;67.0;67.0;76.0;83.0;103.0;100.0;95.0;93.0;97.0;95.0;100.0;84.0;109.0;99.0;78.0;100.0;96.0;81.0;77.0;97.0;74.0;73.0;72.0;64.0;70.0;66.0;68.0;70.0;60.0;57.0;52.0;66.0
B;61.0;68.0;65.0;68.0;65.0;54.0;80.0;72.0;85.0;83.0;83.0;88.0;87.0;76.0;98.0;69.0;82.0;75.0;68.0;89.0;76.0;68.0;75.0;61.0;57.0;70.0;56.0;47.0;65.0;64.0;52.0;62.0;51.0;57.0;54.0;64.0
B;54.0;68.0;71.0;89.0;72.0;84.0;68.0;82.0;65.0;94.0;86.0;82.0;85.0;87.0;101.0;86.0;98.0;102.0;94.0;116.0;87.0;86.0;86.0;73.0;54.0;63.0;63.0;55.0;49.0;68.0;54.0;52.0;52.0;57.0;61.0;52.0
B;58.0;62.0;70.0;86.0;61.0;77.0;66.0;75.0;61.0;80.0;47.0;71.0;78.0;65.0;76.0;91.0;90.0;77.0;73.0;80.0;75.0;81.0;81.0;75.0;83.0;72.0;84.0;67.0;91.0;50.0;66.0;64.0;50.0;51.0;65.0;58.0
B;63.0;73.0;87.0;67.0;88.0;62.0;85.0;85.0;83.0;67.0;91.0;86.0;92.0;94.0;89.0;108.0;96.0;91.0;96.0;97.0;94.0;90.0;76.0;75.0;70.0;70.0;56.0;56.0;63.0;70.0;57.0;54.0;67.0;67.0;60.0;63.0
B;58.0;61.0;64.0;64.0;75.0;70.0;66.0;73.0;81.0;108.0;90.0;100.0;74.0;83.0;82.0;91.0;89.0;83.0;76.0;81.0;72.0;75.0;73.0;65.0;70.0;50.0;75.0;57.0;59.0;57.0;55.0;60.0;47.0;56.0;61.0;43.0
B;76.0;77.0;63.0;70.0;77.0;62.0;58.0;62.0;60.0;65.0;95.0;66.0;81.0;99.0;72.0;85.0;76.0;95.0;75.0;72.0;95.0;54.0;85.0;62.0;73.0;62.0;58.0;51.0;49.0;43.0;51.0;55.0;49.0;42.0;52.0;61.0
B;61.0;87.0;70.0;79.0;75.0;68.0;58.0;77.0;72.0;71.0;78.0;102.0;84.0;75.0;74.0;93.0;79.0;84.0;77.0;77.0;95.0;80.0;69.0;70.0;51.0;79.0;68.0;64.0;60.0;60.0;52.0;48.0;45.0;59.0;48.0;66.0
B;81.0;60.0;66.0;63.0;66.0;66.0;55.0;73.0;78.0;84.0;74.0;79.0;97.0;75.0;96.0;89.0;102.0;85.0;78.0;90.0;101.0;75.0;89.0;71.0;67.0;77.0;67.0;68.0;52.0;67.0;55.0;59.0;60.0;54.0;69.0;56.0
B;59.0;45.0;43.0;73.0;64.0;65.0;74.0;55.0;75.0;78.0;83.0;74.0;66.0;70.0;87.0;82.0;66.0;71.0;65.0;62.0;63.0;52.0;64.0;52.0;49.0;52.0;42.0;45.0;62.0;48.0;52.0;54.0;61.0;45.0;48.0;51.0
B;54.0;72.0;64.0;66.0;60.0;61.0;66.0;67.0;68.0;43.0;61.0;71.0;60.0;57.0;74.0;64.0;73.0;69.0;82.0;67.0;70.0;58.0;66.0;60.0;52.0;51.0;53.0;56.0;61.0;55.0;41.0;52.0;42.0;44.0;41.0;52.0
B;68.0;59.0;60.0;61.0;67.0;66.0;65.0;62.0;64.0;71.0;67.0;80.0;72.0;100.0;76.0;96.0;92.0;83.0;99.0;78.0;99.0;95.0;75.0;81.0;80.0;67.0;67.0;84.0;68.0;59.0;70.0;60.0;62.0;52.0;56.0;54.0
B;64.0;74.0;61.0;87.0;70.0;75.0;76.0;75.0;79.0;88.0;87.0;76.0;109.0;78.0;97.0;90.0;76.0;85.0;94.0;87.0;72.0;91.0;75.0;61.0;70.0;63.0;76.0;55.0;49.0;57.0;58.0;66.0;69.0;48.0;63.0;53.0
B;61.0;84.0;80.0;66.0;69.0;70.0;79.0;62.0;69.0;77.0;99.0;80.0;89.0;87.0;111.0;91.0;86.0;92.0;82.0;87.0;83.0;91.0;87.0;84.0;74.0;78.0;72.0;71.0;59.0;62.0;64.0;71.0;62.0;42.0;63.0;58.0
B;66.0;64.0;75.0;63.0;73.0;69.0;75.0;77.0;74.0;63.0;68.0;55.0;92.0;65.0;72.0;64.0;85.0;101.0;90.0;89.0;69.0;88.0;66.0;78.0;60.0;93.0;74.0;80.0;75.0;62.0;70.0;49.0;61.0;64.0;44.0;69.0
